definition,preferred_spelling,phonetic_spelling,alt_phon_spell,kanji_spelling,word_class_code,conjugation_kind_code,transitivity,jlpt_level,lesson_codes,tags,id,row_num,date_added
two glasses/bowls,２杯,にはい,,二杯,NOUN,,,,,,fbf33bb3-f11a-44d4-a59f-b9962f0efe07,1444,2024-04-17
three glasses/bowls,３杯,さんばい,,三杯,NOUN,,,,,,da782139-dc10-4ba4-b003-5e915cba3e4e,1445,2024-04-17
tomorrow (formal),明日,あす,,明日,NOUN,,,5,,{time},faff99b4-bfdd-49ba-8783-8517d19b30a9,1446,2024-04-17
to play (wind instrument),吹く,ふく,,吹く,VERB,GODAN_VERB,,5,{GENKI3_L13},{music},e70cd0fe-1339-478d-b109-813ef7aeb164,1447,2024-04-17
far away,遠い,とおい,,遠い,ADJECTIVE,I_ADJECTIVE,,5,"{GENKI3_READER_L12,GENKI3_L21}",,696eccdb-d5f4-41b9-8b7f-ebe6928e665a,1448,2024-04-17
"easy, simple, without trouble, without hardships",楽,らく,,楽,ADJECTIVE,NA_ADJECTIVE,,3,,,6636837d-f8bf-43d2-92fd-39b5cbc97d72,1449,2024-04-18
baby,赤ちゃん,あかちゃん,,赤ちゃん,NOUN,,,4,{GENKI3_L17},,a70f8cb4-4093-4dbc-9739-4b40f2a8aa52,1450,2024-04-17
"guest, visitor; client, customer",お客さん,おきゃくさん,,お客さん,NOUN,,,,{GENKI3_L17},,897f454d-bee9-4a54-bc0b-198f1fba9e21,1451,2024-04-17
prime minister,首相,しゅしょう,,首相,NOUN,,,3,{GENKI3_L17},,68c8f088-6bce-4f40-81b1-11b70f288a2c,1452,2024-04-17
slaryman; ofice worker,サラリーマン,さらりいまん,,,NOUN,,,2,{GENKI3_L17},,f032cc5c-8cf2-4de1-b384-733cd7333827,1453,2024-04-17
salary,給料,きゅうりょう,,給料,NOUN,,,3,{GENKI3_L17},,9826d4e3-dc14-48af-a9b5-8c2b361d9b0c,1454,2024-04-17
overtime work,残業,ざんぎょう,,残業,NOUN,,,,{GENKI3_L17},,f08b30ba-0663-4d88-844f-6fa39fea131c,1455,2024-04-17
panda,パンダ,ぱんだ,,,NOUN,,,,{GENKI3_L17},,273a3f80-ebe7-4818-9ab1-0e90e1ab3191,1456,2024-04-17
contact lenses (long),コンタクトレンズ,こんたくとれんず,,,NOUN,,,,{GENKI3_L17},,6e780542-efd4-467f-9ec4-467cd72fd4e4,1457,2024-04-17
contact lenses (short),コンタクト,こんたくと,,,NOUN,,,1,{GENKI3_L17},,1d79ef11-95fa-4267-b8a4-27c22a10faed,1458,2024-04-17
"beard, mustache; whiskers (person, cat); feelers (insect)",ひげ,ひげ,,,NOUN,,,4,{GENKI3_L17},,de736952-8035-4dc0-aa5d-0b03ddfe2469,1459,2024-04-17
boots,ブーツ,ぶうつ,,,NOUN,,,1,{GENKI3_L17},,c6e8b35c-0f4a-460c-bad7-e5df8efdb828,1460,2024-04-17
lock; key,鍵,かぎ,,鍵,NOUN,,,5,{GENKI3_L17},,74993f65-9c98-47f9-bb1f-41ccfc9519a6,1461,2024-04-17
lottery,宝くじ,たからくじ,,宝くじ,NOUN,,,,{GENKI3_L17},,d04297bd-2468-4fd8-a66c-4837f0fa323b,1462,2024-04-17
spoon,スプーン,すぷうん,,,NOUN,,,5,{GENKI3_L17},,f9ef8c23-e4d6-4ae0-a479-e0980d4ffa83,1463,2024-04-17
microwave oven,電子レンジ,でんしれんじ,,電子レンジ,NOUN,,,,{GENKI3_L17},,69241f79-148d-4cbc-96e0-89b07ea75564,1464,2024-04-17
heater,ヒーター,ひいたあ,,,NOUN,,,,{GENKI3_L17},,528d082b-bb74-4d87-bf52-9675a4e49461,1465,2024-04-17
news,ニュース,にゅうす,,,NOUN,,,5,{GENKI3_L17},,fab11b0b-0312-41ff-9639-e3726677f89d,1466,2024-04-17
fire,火事,かじ,,火事,NOUN,,,4,{GENKI3_L17},,0bffeb28-eff0-4d14-9fa8-c04b223e78e8,1467,2024-04-17
travel agency,旅行会社,りょこうがいしゃ,,旅行会社,NOUN,,,,{GENKI3_L17},,1fe85680-508d-4701-97c0-5b941efa3337,1468,2024-04-17
shopping mall,ショップングモール,しょっぷんぐもおる,,,NOUN,,,,{GENKI3_L17},,5d726562-4603-4d2e-a0fc-1008bff65129,1469,2024-04-17
secret,秘密,ひみつ,,秘密,NOUN,,,3,{GENKI3_L17},,67eaa20c-3e34-4e34-8504-70143d9a2f20,1470,2024-04-17
preparation,準備,じゅんび,,準備,NOUN,,,3,{GENKI3_L17},,96a95b09-888e-4116-9f02-e91ee367d6fd,1471,2024-04-17
oneself,自分,じぶん,,自分,NOUN,,,5,{GENKI3_L17},,46c75861-8268-42ea-9018-200d5c2e8fd5,1472,2024-04-17
dangerous,危ない,あぶない,,危ない,ADJECTIVE,I_ADJECTIVE,,5,{GENKI3_L17},,5838414f-a527-45f6-b4d6-bb5e58cf2924,1473,2024-05-02
"envious, jealous",羨ましい,うらやましい,,羨ましい,ADJECTIVE,I_ADJECTIVE,,2,{GENKI3_L17},,0354b377-dceb-4e31-962a-103f6bbcd734,1474,2024-05-02
a little; a few,少ない,すくない,,少ない,ADJECTIVE,I_ADJECTIVE,,5,{GENKI3_L17},,49197229-5b40-4665-93c6-e0f373b84c9e,1475,2024-05-02
inconvenient; to have a scheduling conflict,都合が悪い,つごうがわるい,,都合が悪い,ADJECTIVE,I_ADJECTIVE,,,{GENKI3_L17},,5770bfa9-de79-4857-b930-37c98fa65c8d,1476,2024-05-02
strong,強い,つよい,,強い,ADJECTIVE,I_ADJECTIVE,,5,{GENKI3_L17},,7bd01dc0-08a1-43ef-ac8c-352303df5cb4,1477,2024-05-02
worst,最悪,さいあく,,最悪,ADJECTIVE,NA_ADJECTIVE,,,{GENKI3_L17},,f4258d78-9d5a-4845-bd87-d0720661b0d7,1478,2024-05-02
to choose; to select,選ぶ,えらぶ,,選ぶ,VERB,GODAN_VERB,,4,{GENKI3_L17},,fadfd983-1046-4c64-bacc-c56fe5a24a80,1479,2024-05-02
to boil water,お湯を沸かす,おゆをわかす,,お湯を沸かす,VERB,GODAN_VERB,,4,{GENKI3_L17},,b481c7ae-0404-4a38-bd52-fb12877992b2,1480,2024-05-02
to comb one's hair,髪をとかす,かみをとかす,,髪を梳かす,VERB,GODAN_VERB,,,{GENKI3_L17},,29f9f703-da28-484e-9538-e83e8b5215c6,1481,2024-05-02
to shave one's beard,ひげを剃る,ひげをそる,,ひげを剃る,VERB,GODAN_VERB,,,{GENKI3_L17},,13b38db1-1896-4f4f-b507-ddfc44554dce,1482,2024-05-02
"to take off (clothes, shoes); to undress",脱ぐ,ぬぐ,,脱ぐ,VERB,GODAN_VERB,,5,{GENKI3_L17},,df74c685-1642-49d7-b4e9-16bcb20748be,1483,2024-05-02
to be crowded,混む,こむ,,混む,VERB,GODAN_VERB,,4,{GENKI3_L17},,79d77040-b7f5-4546-8504-ea1eed93d3ea,1484,2024-05-02
to win a lottery,宝くじに当たる,たからくじにあたる,,宝くじに当たる,VERB,GODAN_VERB,,,{GENKI3_L17},,ae0baa98-fdad-4aee-ab42-b02ffe1e5e42,1485,2024-05-02
"to make tea, coffee, etc",淹れる,いれる,,入れる,VERB,ICHIDAN_VERB,,,{GENKI3_L17},,70ddc8bc-ff03-43c6-ae43-f72a0eeb1354,1486,2024-05-02
to be born,生まれる,うまれる,,生まれる,VERB,ICHIDAN_VERB,,5,{GENKI3_L17},,6c54ad38-8e43-4d04-a26d-618e4a67df0f,1487,2024-05-02
to lock,鍵をかける,かぎをかける,,鍵をかける,VERB,ICHIDAN_VERB,,,{GENKI3_L17},,c20dcc54-e33c-493b-8758-8b1d1f05e947,1488,2024-05-02
to be sufficeint; to be enough,足りる,たりる,,足りる,VERB,ICHIDAN_VERB,,4,{GENKI3_L17},,a5b80486-b190-4513-94e4-e1e858ae3fd1,1489,2024-05-02
to get used to,慣れる,なれる,,慣れる,VERB,ICHIDAN_VERB,,4,{GENKI3_L17},,0cf8f24c-d75f-45bd-a187-31e291e8423e,1490,2024-05-02
to compare; to make a comparison,比べる,くらべる,,比べる,VERB,ICHIDAN_VERB,,4,{GENKI3_L21},,ed3c1014-8c37-4210-ba3d-6df42b537448,1491,2024-05-15
to pray,お祈りする,おいのりする,,お祈りする,VERB,SURU_VERB,,,{GENKI3_L17},,6a29b241-a8b3-4c8f-9fe7-1d52f7f6a52c,1492,2024-05-15
to put makeup on,化粧する,けしょうする,,化粧する,VERB,SURU_VERB,,3,{GENKI3_L17},,2bf67bf6-d74f-45c5-b9f1-8ac610c02a1a,1493,2024-05-15
to get a full-time job,就職する,しゅうしょくする,,就職する,VERB,SURU_VERB,,3,{GENKI3_L17},,c948f7e7-7029-4131-a184-039834134e34,1494,2024-05-15
to get a divorce,離婚する,りこんする,,離婚する,VERB,SURU_VERB,,3,{GENKI3_L17},,e5fcd6e9-fddb-4aff-b11e-8030d1806a5f,1495,2024-05-15
"to wear small itmes (necktie, watch, etc)",する,する,,,VERB,SURU_VERB,,5,{GENKI3_L17},,f572fbae-19db-47a1-9cd0-218ac72c8fc4,1496,2024-05-15
"very, considerably, extremely",ずいぶん,ずいぶん,,随分,ADVERB,,,3,{GENKI3_L17},,5e0850d1-0577-4301-8793-a4f7bfc60074,1497,2024-05-15
for example,例えば,たとえば,,例えば,ADVERB,,,4,{GENKI3_L17},,f515bc0a-09c7-41f5-a8ae-3d6be513932c,1498,2024-05-15
compared with...,〜に比べて,〜にくらべて,,〜に比べて,EXPRESSION,,,,{GENKI3_L17},,3420494f-0533-45f4-b3d7-d72a632d3a5e,1499,2024-05-15
according to (someone)...,〜によると,〜によると,,〜に依ると,EXPRESSION,,,,{GENKI3_L17},,362e4d55-6ac9-435d-880d-4aac91b3eafc,1500,2024-05-15
I wonder... (casual),〜かな,〜かな,,〜かな,EXPRESSION,,,,{GENKI3_L17},,a7c03b1d-47d6-40c8-8cbe-fd788dcc9e49,1501,2024-05-15
"I wonder... (casual, emphasized)",〜かなあ,〜かなあ,,〜かなあ,EXPRESSION,,,,{GENKI3_L17},,4f6ed605-9b42-4778-b5fe-3c0caeb7ac13,1502,2024-05-15
I see (casual); is that so?,そうか,そうか,,そうか,EXPRESSION,,,,{GENKI3_L17},,66abaa93-653e-4173-829c-0924f65626e0,1503,2024-05-15
tear (from eye),涙,なみだ,,涙,NOUN,,,3,{GENKI3_READER_L12},,1b8e4840-eedb-496e-9023-dae70e758434,1504,2024-05-15
the old days,昔,むかし,,昔,NOUN,,,4,"{GENKI3_READER_L13,GENKI3_L21}",,0d2c779a-527d-44a2-8efe-7868105d3e92,1505,2024-05-15
embarrassing; (to feel) embarrassed,恥ずかしい,はずかしい,,恥ずかしい,ADJECTIVE,I_ADJECTIVE,,4,"{GENKI3_READER_L13,GENKI3_L18}",,c24166c6-8bf8-48de-9ec7-697882ab56f4,1506,2024-05-15
to think about; to consider,考える,かんがえる,,考える,VERB,ICHIDAN_VERB,,4,"{GENKI3_READER_L13,GENKI3_L18}",,8aa2d467-3d50-4ec9-ab1c-33317b1bc2dc,1507,2024-05-15
insect,虫,むし,,虫,NOUN,,,4,{GENKI3_L18},,452ff08f-a65e-49e2-a7e7-b174ddd7e8c1,1508,2024-05-15
spider,くも,くも,,蜘蛛,NOUN,,,,,,f4e38e7c-dcd3-4789-9a18-321115fa2681,1509,2024-05-15
what's the matter?,どうしたの,どうしたの,,,EXPRESSION,,,,,,3d493ffa-df60-432d-9678-dbfda33c1d22,1510,2024-05-15
Do you have an English menu?,英語のメニューはありますか,えいごの めにゅうは ありますか,,英語のメニューはありますか,EXPRESSION,,,,,,6e7db8ab-0ba1-43a3-a6ae-0b61a3737863,1511,2024-05-15
"gradually, little-by-little",だんだん,だんだん,,段々,NOUN,,,5,,,1365f8d5-b7a8-44e8-a18a-4b8ccf2f796b,1512,2024-05-15
curtain,カーテン,かあてん,,,NOUN,,,4,{GENKI3_L18},,05c19d93-a124-419f-80e5-6afe010f3162,1513,2024-06-01
refrigerator,冷蔵庫,れいぞうこ,,冷蔵庫,NOUN,,,5,{GENKI3_L18},,6ede042a-5d7c-47fc-b952-1cda1c756ad6,1514,2024-06-01
switch,スイッチ,すいっち,,,NOUN,,,3,{GENKI3_L18},,aff4b086-408f-4318-91d1-63fa40b58b5b,1515,2024-06-01
soup (western),スープ,すうぷ,,,NOUN,,,3,{GENKI3_L18},,063f791d-aaf8-405c-ab94-f896e9ac40aa,1516,2024-06-01
banana,バナナ,ばなな,,,NOUN,,,,{GENKI3_L18},,e5a7bc11-657d-4243-9fb5-4cf2b9273502,1517,2024-06-01
popcorn,ポップコーン,ぽっぷこおん,,,NOUN,,,,{GENKI3_L18},,d462752c-6ff4-4e8c-ae7f-d8a13cde9d71,1518,2024-06-01
shampoo,シャンプー,しゃんぷう,,,NOUN,,,,{GENKI3_L18},,a5fcbdde-e89e-4efb-8dd9-fee21daec75f,1519,2024-06-01
candle,ろうそく,ろうそく,,蝋燭,NOUN,,,2,{GENKI3_L18},,a26a57ae-5a9c-40d7-bd06-88dad5ccdf52,1520,2024-06-01
towel,タオル,たおる,,,NOUN,,,3,{GENKI3_L18},,049702a7-2da1-4036-a1af-34867f8a9b95,1521,2024-06-01
skirt,スカート,すかあと,,,NOUN,,,5,{GENKI3_L18},,4aac7faf-48de-442d-9296-4cd705a1cad5,1522,2024-06-01
cell phone,携帯,けいたい,,携帯電話,NOUN,,,1,{GENKI3_L18},,68f49f4c-c490-447f-ab48-bc5389b7c8d5,1523,2024-06-02
rent,家賃,やちん,,家賃,NOUN,,,3,{GENKI3_L18},,602c99a2-348f-40f2-8366-08a0d29a88aa,1524,2024-06-02
the rest,後,あと,,後,NOUN,,,5,{GENKI3_L18},,ff17280e-7aa5-461c-8560-cff8dab53bed,1525,2024-06-02
early evening,夕方,ゆうがた,,夕方,NOUN,,,5,{GENKI3_L18},,f0354fed-6ca7-44cf-a6b6-e3178750be67,1526,2024-06-02
bright,明るい,あかるい,,明るい,ADJECTIVE,I_ADJECTIVE,,5,{GENKI3_L18},,4e2beed6-164a-4e6b-bfb2-d045d44d2841,1527,2024-06-02
dark; gloomy,暗い,くらい,,暗い,ADJECTIVE,I_ADJECTIVE,,5,{GENKI3_L18},,2521ae4a-0876-4ea3-85e7-d87043cbb38b,1528,2024-06-02
precious; important,大切,たいせつ,,大切,ADJECTIVE,NA_ADJECTIVE,,5,{GENKI3_L18},,14946d76-b78d-4e25-bba7-e094dd0c5e63,1529,2024-06-02
anxious; worried,不安,ふあん,,不安,ADJECTIVE,NA_ADJECTIVE,,3,{GENKI3_L18},,3b16f6e7-cde7-44a0-9061-c00363fc25a7,1530,2024-06-02
impossible; unreasonable,無理,むり,,無理,ADJECTIVE,NA_ADJECTIVE,,4,{GENKI3_L18},,6f2a9f53-70ee-4746-8bdf-64efce546a7b,1531,2024-06-02
(something) opens,開く,あく,,開く,VERB,GODAN_VERB,,4,{GENKI3_L18},,7f12e716-4b66-4e9f-a0b1-955a2edb77d4,1532,2024-06-02
(something) shuts or closes,閉まる,しまる,,閉まる,VERB,GODAN_VERB,,5,{GENKI3_L18},,7fe02ca6-be26-4c81-97ba-8e39d714f1dc,1533,2024-06-02
to apologize,謝る,あやまる,,謝る,VERB,GODAN_VERB,,4,{GENKI3_L18},,bb7afc3c-1ffd-427d-a176-b831f9762cf1,1534,2024-06-02
to press; to push,押す,おす,,押す,VERB,GODAN_VERB,,5,{GENKI3_L18},,7d3dd895-8263-43fa-bba1-7460a23b5d4d,1535,2024-06-02
to drop (something),落とす,おとす,,落とす,VERB,GODAN_VERB,,4,{GENKI3_L18},,8779aecc-90a8-4d47-a478-d461e1640912,1536,2024-06-02
water boils; water is boiling,お湯が沸く,おゆがわく,,お湯が沸く,VERB,GODAN_VERB,,4,{GENKI3_L18},,1d8a60ef-0f01-4001-83c9-0586d6ea736e,1537,2024-06-02
to fall down,転ぶ,ころぶ,,転ぶ,VERB,GODAN_VERB,,3,{GENKI3_L18},,850600b6-56fe-45cd-a6f6-cfa7f42c2482,1538,2024-06-02
to break (something),壊す,こわす,,壊す,VERB,GODAN_VERB,,4,{GENKI3_L18},,88e8c77c-80f5-462c-9808-51a918b1cfe3,1539,2024-06-02
to bloom,咲く,さく,,咲く,VERB,GODAN_VERB,,5,{GENKI3_L18},,870d246d-ac50-488b-8fc8-4405410e2c2b,1540,2024-06-02
to ask (a favor),頼む,たのむ,,頼む,VERB,GODAN_VERB,,5,{GENKI3_L18},,a18ca20e-da4d-446a-94b8-601843516a1a,1541,2024-06-02
(something) turns on,つく,つく,,点く,VERB,GODAN_VERB,,2,{GENKI3_L18},,f26e3da7-2300-4e40-8d4c-b552c765d3d1,1542,2024-06-02
"to make dirty, to contaminate; to dishonor, to defile",汚す,よごす,,汚す,VERB,GODAN_VERB,,2,{GENKI3_L18},,ec53e9dc-ebd4-4474-a75a-3fc81a2beb72,1543,2024-06-02
(something) drops,落ちる,おちる,,落ちる,VERB,ICHIDAN_VERB,,4,{GENKI3_L18},,5a37d355-dd6d-4876-917c-e601fdfe7e42,1544,2024-06-02
to tidy up,片付ける,かたづける,,片付ける,VERB,ICHIDAN_VERB,,4,{GENKI3_L18},,6af63133-e522-438d-beff-2804e658725c,1545,2024-06-02
(something) goes off,消える,きえる,,消える,VERB,ICHIDAN_VERB,,5,{GENKI3_L18},,d1f88de1-7148-4371-8a28-b8bcf681081f,1546,2024-06-02
(something) breaks,壊れる,こわれる,,壊れる,VERB,ICHIDAN_VERB,,4,{GENKI3_L18},,26ddef5f-1028-47f8-8429-f7f10a508cbb,1547,2024-06-02
(something) becomes dirty,汚れる,よごれる,,汚れる,VERB,ICHIDAN_VERB,,4,{GENKI3_L18},,a90cde12-102d-4d10-817f-50478f18796e,1548,2024-06-02
to place an order,注文する,ちゅうもんする,,注文する,VERB,SURU_VERB,,3,{GENKI3_L18},,102b0ca8-8db1-4fa1-bffd-8199fac99643,1549,2024-06-02
right away; at once,今すぐ,いますぐ,,今すぐ,ADVERB,,,,{GENKI3_L18},,b7400629-52e8-46e2-bd6f-ce151406c65d,1550,2024-06-02
by (time/date),までに,までに,,迄に,ADVERB,,,,{GENKI3_L18},,2acb9e8c-a57e-4ed6-b7f0-cf38a8c2ab36,1551,2024-06-02
really,本当に,ほんとうに,,本当に,ADVERB,,,,{GENKI3_L18},,28346985-639b-4fab-aaaa-b59e9f5edaae,1552,2024-06-02
"first of all, to begin with",まず,まず,,先ず,ADVERB,,,3,"{GENKI3_READER_L13,GENKI3_L18}",,2883dcab-0ea2-4e4e-9234-202fa3256009,1553,2024-06-02
"last, final, most recent",最後,さいご,,最後,NOUN,,,4,{GENKI3_READER_L13},,28c97749-4a08-4a9f-91b1-35ba4faad10e,1554,2024-06-02
thanks to...,おかげで,おかげで,,お陰で,EXPRESSION,,,,{GENKI3_L18},,7453629b-f9a2-48b1-91f1-e10cf3b29192,1555,2024-06-02
it seems; probably,〜でしょう,〜でしょう,,,EXPRESSION,,,,{GENKI3_L12},,546baf22-9008-41ea-b3fc-82f3f1abf153,1556,2024-06-02
it seems; probably (short form),〜だろう,〜だろう,,,EXPRESSION,,,,{GENKI3_L18},,eee07bd7-9b73-4edf-a0c6-0bdb785e9cd2,1557,2024-06-02
pardon me for leaving first (lit. I'm leaving ahead of you),お先に失礼します,おさきにしつれいします,,,EXPRESSION,,,,{GENKI3_L18},,de5707cb-0a2d-4a5e-bba8-c8708fa0730a,1558,2024-06-02
please excuse the intrusion; I'm coming in,お邪魔します,おじゃまします,,お邪魔します,EXPRESSION,,,,,,1a195328-7b03-4173-ab8b-3ce459aa288c,1559,2024-07-01
teasing,からかい,からかい,,揶揄い,NOUN,,,,,,196f37da-f371-4411-b89e-b493f0434347,1560,2024-07-01
"sharing one umbrella, being under one umbrella",相合傘,あいあいがさ,,相合傘,NOUN,,,,,,cf032429-a6bc-4541-804b-1121550fb69d,1561,2024-07-01
"cannot, must not",ダメ,だめ,,駄目,NOUN,,,3,,,e04665ad-e1a0-4469-820a-f8b38ece5472,1562,2024-07-01
someone,誰か,だれか,,誰か,PRONOUN,,,5,,,70a62de8-2a21-4190-aebf-cc8c6dcce943,1563,2024-07-01
everyone; not anyone (with negative),誰も,だれも,,誰も,EXPRESSION,,,,,,49c7c950-e0df-434a-8b66-62b4b387f777,1564,2024-07-01
somewhere,どこか,どこか,,,NOUN,,,3,,,94333ca4-32f1-4699-982a-17e04f728635,1565,2024-07-01
everywhere; not anywhere (with negative),どこも,どこも,,,CONJUNCTION,,,,,,2a09279d-5759-4c01-98c9-8a569ebd4caf,1566,2024-07-01
mathematics,数学,すうがく,,数学,NOUN,,,4,,,156eb7a9-53b7-45b4-99fd-1729917f52c0,1567,2024-07-01
shelf,棚,たな,,棚,NOUN,,,4,,,20e6b45f-56a0-4b9c-b596-5d69101d2249,1568,2024-07-01
What should we do?,どうしましょうか,どうしましょうか,,,EXPRESSION,,,,,,554e9cf9-59fd-4a37-bada-76e2143e233c,1569,2024-07-01
swimsuit,水着,みずぎ,,水着,NOUN,,,,{GENKI3_READER_L13},,1c11ec96-e688-4607-adf0-83eca32ac1d7,1570,2024-07-01
to answer,答える,こたえる,,答える,VERB,ICHIDAN_VERB,,5,,,3d9cd054-fa48-416b-a5fe-acd9e3d3927b,1571,2024-07-01
each...,各〜,かく〜,,各〜,PREFIX,,,,,,bb8c8ec0-1855-4b95-80c7-e052681bb6a6,1572,2024-07-01
I will do that,そうします,そうします,,,EXPRESSION,,,,{GENKI3_WORKBOOK_L14},,99c8676e-7848-49d1-92f8-620c65a6e0ca,1573,2024-07-01
until now; so far,今まで,いままで,,今まで,ADVERB,,,,{GENKI3_WORKBOOK_L14},,c532a944-8238-4727-9fbb-ca8ec9d2d304,1574,2024-07-01
from now,今から,いまから,,今から,ADVERB,,,,,,5c2a191f-dbae-42d7-9784-b253a3569023,1575,2024-07-01
feels good,気持ちがいい,きもちがいい,,気持ちがいい,EXPRESSION,,,,{GENKI3_READER_L13},,d4d39dbb-118b-4c28-8e9d-1ecf3bba7094,1576,2024-07-01
good looking,ようさそう,ようさそう,,良さそう,ADJECTIVE,NA_ADJECTIVE,,,,,d172cc9f-a703-4b16-b680-3613ef12dbd0,1577,2024-07-01
to make a mistake,間違える,まちがえる,,間違える,VERB,ICHIDAN_VERB,TRANSITIVE,4,"{GENKI3_READER_L13,GENKI3_L21}",,66cc7983-986c-4974-b0e4-a7abc7acda76,1578,2024-07-01
why don't you... (conveys recommendation),〜たらどうですか,〜たらどうですか,,,EXPRESSION,,,,{GENKI3_L14},,9942821e-62fb-4968-81bb-cf98009fedbd,1579,2024-07-04
welcome (informal),ようこそ,ようこそ,,,EXPRESSION,,,,{GENKI3_L19},,dbf03566-67c9-436c-9a3f-9f2818c3062c,1580,2024-07-31
to put down; to set down; to place; to put,おく,おく,,置く,VERB,GODAN_VERB,,5,{GENKI3_L21},,37fb1652-33a1-4c68-b948-50c9bbe1d253,1581,2024-07-31
to do something in advance,〜おく,〜おく,,〜置く,VERB,GODAN_VERB,,5,{GENKI3_L15},{auxiliary},7db0cf68-70b1-4fa4-908b-d2983037ace8,1582,2024-07-31
"foreign, abroad, overseas",海外,かいがい,,海外,NOUN,,,3,{GENKI3_L15},,581c9e4c-b0f7-48f4-9ffd-241f495306f2,1583,2024-07-31
wife (polite),奥様,おくさま,,奥様,NOUN,,,,{GENKI3_L19},,f29d0d55-2911-4d19-aa36-e4eb4c21ba82,1584,2024-07-28
child (polite),お子さん,おこさん,,お子さん,NOUN,,,,{GENKI3_L19},,7495d2bc-398a-48ba-9d03-968284aadca6,1585,2024-07-28
junior high school student,中学生,ちゅうがくせい,,,NOUN,,,,{GENKI3_L19},,494b8d12-1099-4d50-b414-36b48b08bd78,1586,2024-07-28
business trip,出張,しゅっちょう,,出張,NOUN,,,2,{GENKI3_L19},,07666f81-dfdd-4855-a95e-02bd30a4fc31,1587,2024-07-28
honorific language,敬語,けいご,,敬語,NOUN,,,2,{GENKI3_L19},,8085d062-3589-4ffe-aca7-94a98d3fddc2,1588,2024-07-28
where (polite),どちら,どちら,,何方,PRONOUN,,,5,{GENKI3_L19},,6c57c52b-8d02-4f84-a46f-0ea9782b5656,1589,2024-07-28
expression of gratitude; thanks,お礼,おれい,,お礼,NOUN,,,5,{GENKI3_L19},,3e1c4321-b8c9-4496-8daf-1483160e38af,1590,2024-07-28
a kind; a sort; category,種類,しゅるい,,種類,NOUN,,,3,{GENKI3_L19},,8c978803-1609-4e34-bbb2-5c74bcf67e58,1591,2024-07-28
talk; story,話し,はなし,,話し,NOUN,,,5,{GENKI3_L19},,42232e1a-eefe-4843-bb7b-21440adec44c,1592,2024-07-28
"worry, sorrow, anguish",悩み,なやみ,,悩み,NOUN,,,1,{GENKI3_L19},,782eeb93-8bab-4c74-9e75-2078127605f8,1593,2024-07-28
mistake; accident,間違い,まちがい,,間違い,NOUN,,,1,{GENKI3_L19},,4ae9fc59-2329-4d2b-804a-68b2cb36589a,1594,2024-07-28
personality,性格,せいかく,,性格,NOUN,,,3,{GENKI3_L19},,3e58619f-70ee-4611-a806-e8a2c3392dc8,1595,2024-07-28
lazy person,怠け者,なまけもの,,怠け者,NOUN,,,,{GENKI3_L19},,5549e770-3e6a-4533-9c79-77e04547d2ae,1596,2024-07-28
shy person,恥ずかしがり屋,はずかしがりや,,恥ずかしがり屋,NOUN,,,,{GENKI3_L19},,0ba3aae2-f31e-4406-a398-d41b1fa8a88c,1597,2024-07-28
be on good/close terms; to get along well,仲がいい,なかがいい,,仲がいい,ADJECTIVE,YOI_ADJECTIVE,,,{GENKI3_L19},,835b0621-23e6-4ad0-8cb1-b87c452f731a,1598,2024-07-28
"serious, sober, diligent",真面目,まじめ,,真面目,ADJECTIVE,NA_ADJECTIVE,,3,{GENKI3_L19},,9dd88f56-dc1f-4d31-a6b0-2a8b72833e57,1599,2024-07-28
行く・来る・いる （敬語）,いらっしゃる,いらっしゃる,,,VERB,ARU_SPECIAL_CLASS_VERB,,4,{GENKI3_L19},{keigo},c865476f-76d3-4ae0-b1b6-d68bd70ddb8e,1600,2024-08-05
食べる・飲む（敬語）,召し上がる,めしあがる,,召し上がる,VERB,GODAN_VERB,,4,{GENKI3_L19},{keigo},e7fd9e79-6a60-4402-b756-5b2f2fc5bd16,1601,2024-08-05
呉れる（敬語）,下さる,くださる,,下さる,VERB,ARU_SPECIAL_CLASS_VERB,,3,{GENKI3_L19},{keigo},ae803f19-cac8-4853-b281-6e01db882644,1602,2024-08-05
する（敬語）,なさる,なさる,,為さる,VERB,ARU_SPECIAL_CLASS_VERB,,4,{GENKI3_L19},{keigo},059066ab-6a12-45fb-8ee7-752c1eaa26db,1603,2024-08-05
寝る（敬語）,お休みになる,おやすみになる,,お休みになる,VERB,GODAN_VERB,,,{GENKI3_L19},{keigo},cf7fc5d3-f79b-497d-a7d0-a5c33e5f7a91,1604,2024-08-05
見る（敬語）,ご覧になる,ごらんになる,,ご覧になる,VERB,GODAN_VERB,,,{GENKI3_L19},{keigo},93925eff-c22a-44f1-972e-594b0ccb2a9f,1605,2024-10-03
言う（敬語）,おっしゃる,おっしゃる,,仰る,VERB,ARU_SPECIAL_CLASS_VERB,,4,{GENKI3_L19},{keigo},28c97dc8-1a2d-4f38-8e18-658b9fa2f2b1,1606,2024-08-05
〜ている（敬語）,〜ていらっしゃる,〜ていらっしゃる,,,VERB,ARU_SPECIAL_CLASS_VERB,,,{GENKI3_L19},{keigo},d87411c1-69b7-4606-b2e4-43f0a6d3b0c2,1607,2024-08-05
to get angry,怒る,おこる,,怒る,VERB,GODAN_VERB,,4,{GENKI3_L19},,f084400f-900f-4d79-9703-240785d3e0f4,1608,2024-08-05
